State,Date,Avg Value,Avg Rank,Avg Mean,Avg Anomaly,Min Value,Min Rank,Min Mean,Min Anomaly,Max Value,Max Rank,Max Mean (1901-2000),Max Anomaly (1901-2000)
Oregon,201807,69,116,64.8,4.2,52.5,113,49.2,3.3,85.5,118,80.3,5.2
Pennsylvania,201807,71.7,95,70.4,1.3,60.4,97,58.8,1.6,82.9,88,81.9,1
Rhode Island,201807,73.8,115,70.3,3.5,64.2,117,60.7,3.5,83.5,115,79.9,3.6
South Carolina,201807,80.1,70,79.9,0.2,70.4,96,69.1,1.3,89.8,48,90.6,-0.8
South Dakota,201807,72.1,54,72.6,-0.5,59.8,82,58.8,1,84.5,42,86.4,-1.9
Tennessee,201807,78.1,89,77.1,1,67.8,107,65.7,2.1,88.3,60,88.6,-0.3
Texas,201807,84.4,113,82.3,2.1,72,116,70.3,1.7,96.8,106,94.4,2.4
Utah,201807,76.2,123,71.5,4.7,61.5,124,56.8,4.7,90.8,121,86.2,4.6
Vermont,201807,69.3,120,65.9,3.4,56.6,111,54,2.6,81.9,120,77.8,4.1
Virginia,201807,75.1,71,74.7,0.4,64.8,86,63.8,1,85.3,60,85.6,-0.3
Washington,201807,67.5,116,64.1,3.4,53.1,112,50.3,2.8,82,116,77.8,4.2
West Virginia,201807,72.5,82,71.9,0.6,61.1,79,60.3,0.8,83.9,76,83.4,0.5
Wisconsin,201807,69.9,79,68.9,1,58.4,93,57.1,1.3,81.4,74,80.8,0.6
Wyoming,201807,67.3,98,65.3,2,51.8,102,50,1.8,82.8,95,80.6,2.2
Alabama,201806,79.3,101,77.5,1.8,68.8,120,65.8,3,89.9,75,89.3,0.6
Arizona,201806,78.7,116,74.4,4.3,61.9,115,57.9,4,95.5,116,90.9,4.6
Arkansas,201806,80.1,116,76.5,3.6,69.2,121,65.4,3.8,90.9,111,87.7,3.2
California,201806,71.5,110,68.3,3.2,56.4,108,53.7,2.7,86.6,109,82.8,3.8
Colorado,201806,66.5,122,61.2,5.3,50.1,119,46.3,3.8,83,122,76.2,6.8
Connecticut,201806,66,68,65.4,0.6,55.3,87,54.1,1.2,76.8,54,76.7,0.1
Delaware,201806,72.6,96,70.7,1.9,63.2,110,60.1,3.1,82,76,81.3,0.7
Florida,201806,81.6,115,79.5,2.1,72.2,121,69.2,3,91,93,89.9,1.1
Georgia,201806,79.2,102,77.4,1.8,68.5,119,65.7,2.8,89.9,76,89.1,0.8
Idaho,201806,57.7,81,56.7,1,44.2,91,42.9,1.3,71.2,71,70.4,0.8
Illinois,201806,74.9,112,71.4,3.5,64.7,122,60,4.7,85.2,97,82.8,2.4
Indiana,201806,73.4,108,70.5,2.9,63.4,121,58.9,4.5,83.6,87,82.1,1.5
Iowa,201806,73.1,115,69.1,4,63.1,124,57.7,5.4,83.1,103,80.6,2.5
Kansas,201806,78.1,119,73.3,4.8,65.2,121,60.8,4.4,91,114,85.9,5.1
Kentucky,201806,75.5,113,72.6,2.9,64.8,121,60.8,4,86.1,95,84.3,1.8
Louisiana,201806,82.1,117,79.8,2.3,72.8,122,69.4,3.4,91.3,93,90.1,1.2
Maine,201806,59,39,59.8,-0.8,46.7,22,48.2,-1.5,71.2,50,71.4,-0.2
Maryland,201806,72,85,70.6,1.4,62.5,111,59.8,2.7,81.6,50,81.5,0.1
Massachusetts,201806,64.7,60,64.4,0.3,53.8,78,53,0.8,75.6,53,75.7,-0.1
Michigan,201806,65.2,91,63.3,1.9,53.9,107,51,2.9,76.5,77,75.5,1
Minnesota,201806,67,110,63.7,3.3,56.5,118,52,4.5,77.6,96,75.5,2.1
Mississippi,201806,80.6,110,78.3,2.3,70.1,120,66.8,3.3,91,87,89.8,1.2
Missouri,201806,77.4,117,73,4.4,66.6,121,61.8,4.8,88.2,111,84.1,4.1
Montana,201806,59.2,84,58.3,0.9,46.9,97,45.4,1.5,71.5,69,71.1,0.4
Nebraska,201806,72.2,111,68.3,3.9,59.8,119,55.3,4.5,84.7,103,81.3,3.4
Nevada,201806,67.8,106,63.9,3.9,51.3,101,48.4,2.9,84.2,107,79.4,4.8
New Hampshire,201806,61.3,45,61.5,-0.2,48.6,39,49.2,-0.6,74,58,73.8,0.2
New Jersey,201806,70,88,68.5,1.5,59.6,101,57.4,2.2,80.4,68,79.7,0.7
New Mexico,201806,74.5,124,69.2,5.3,57.5,124,52.9,4.6,91.4,122,85.5,5.9
New York,201806,63.4,55,63.4,0,52.3,65,52,0.3,74.4,48,74.9,-0.5
North Carolina,201806,76.8,115,73.6,3.2,66.4,120,62.3,4.1,87.2,107,84.8,2.4
North Dakota,201806,67.4,117,62.9,4.5,55.3,121,50.7,4.6,79.5,110,75.2,4.3
Ohio,201806,71.3,105,68.9,2.4,61.4,120,57.2,4.2,81.2,75,80.6,0.6
Oklahoma,201806,80.7,115,76.9,3.8,69,117,65.3,3.7,92.3,112,88.5,3.8
Oregon,201806,58.6,87,57.2,1.4,44.4,83,43.7,0.7,72.7,94,70.6,2.1
Pennsylvania,201806,66.6,68,66,0.6,56.2,93,54.2,2,77.1,43,77.8,-0.7
Rhode Island,201806,65.9,85,64.7,1.2,56.2,95,54.5,1.7,75.5,67,74.9,0.6
South Carolina,201806,80.1,113,77,3.1,69.4,122,65.6,3.8,90.8,102,88.4,2.4
South Dakota,201806,69.3,110,65.7,3.6,57.5,119,53,4.5,81,96,78.4,2.6
Tennessee,201806,76.5,114,73.8,2.7,65.9,121,62,3.9,87.1,90,85.6,1.5
Texas,201806,83.9,122,79.6,4.3,71.9,124,67.5,4.4,95.8,118,91.6,4.2
Utah,201806,69.1,118,64,5.1,53.2,116,49.2,4,85,120,78.8,6.2
Vermont,201806,60,31,61,-1,47.5,26,48.9,-1.4,72.5,41,73.2,-0.7
Virginia,201806,73.2,110,70.9,2.3,63.2,120,59.4,3.8,83.1,80,82.3,0.8
Washington,201806,58.2,78,57.7,0.5,46.5,87,45.6,0.9,69.9,72,69.9,0
West Virginia,201806,70.1,103,68.1,2,59.5,117,56.1,3.4,80.7,69,80,0.7
Wisconsin,201806,66.6,105,64.1,2.5,56.1,115,52.2,3.9,77.1,79,76,1.1
Wyoming,201806,60.3,98,57.6,2.7,45.4,104,43.6,1.8,75.2,97,71.7,3.5
Alabama,201805,74.5,119,70.7,3.8,62.9,118,58.3,4.6,86.1,112,83,3.1
Arizona,201805,68.5,113,65,3.5,52.1,107,49.2,2.9,85,111,80.8,4.2
Arkansas,201805,75,124,68.6,6.4,63.8,124,57.4,6.4,86.2,123,79.9,6.3
California,201805,63,95,60.7,2.3,50,108,47.4,2.6,75.9,83,74.1,1.8
Colorado,201805,57.2,123,51.8,5.4,42.3,123,37.9,4.4,72,123,65.8,6.2
Connecticut,201805,61.8,121,56.8,5,50.4,123,45,5.4,73.1,115,68.6,4.5
Delaware,201805,68.2,122,62.1,6.1,57.8,123,51,6.8,78.7,119,73.3,5.4
Florida,201805,76.4,97,75.1,1.3,67,119,63.5,3.5,85.9,39,86.6,-0.7
Georgia,201805,73.6,111,71,2.6,62.5,117,58.5,4,84.7,86,83.4,1.3
Idaho,201805,54,119,49.3,4.7,41.4,123,36.5,4.9,66.6,110,62,4.6
Illinois,201805,70.7,124,62.1,8.6,59,124,50.6,8.4,82.4,124,73.6,8.8
Indiana,201805,69.7,124,61.3,8.4,57.7,123,49.5,8.2,81.6,124,73.1,8.5
Iowa,201805,67,122,59.8,7.2,55.4,124,47.9,7.5,78.7,120,71.7,7
Kansas,201805,71,123,63.4,7.6,57.5,124,50.9,6.6,84.5,123,75.8,8.7
Kentucky,201805,71.8,124,64.4,7.4,60.4,124,52.1,8.3,83.2,123,76.7,6.5
Louisiana,201805,77.8,123,73.4,4.4,66.7,117,62.8,3.9,88.9,123,84.1,4.8
Maine,201805,53.6,108,50.5,3.1,39.5,80,38.7,0.8,67.7,117,62.4,5.3
Maryland,201805,68.7,122,62.3,6.4,58,123,50.8,7.2,79.4,120,73.7,5.7
Massachusetts,201805,60.8,121,55.7,5.1,49,123,44.1,4.9,72.6,119,67.4,5.2
Michigan,201805,60.3,122,53.6,6.7,47.2,121,41.3,5.9,73.4,122,65.9,7.5
Minnesota,201805,61.1,121,54.2,6.9,47.6,121,41.8,5.8,74.7,121,66.6,8.1
Mississippi,201805,75.7,121,71.3,4.4,63.7,118,59.5,4.2,87.8,120,83,4.8
Missouri,201805,72.5,124,64.2,8.3,60.9,124,52.7,8.2,84.1,124,75.7,8.4
Montana,201805,55.7,119,50.2,5.5,43.2,124,37.7,5.5,68.1,112,62.8,5.3
Nebraska,201805,63.8,121,58.4,5.4,51,122,45.4,5.6,76.5,117,71.4,5.1
Nevada,201805,57.7,96,55,2.7,44.2,115,40.8,3.4,71.2,83,69.2,2
New Hampshire,201805,57.2,119,52.6,4.6,43,108,40,3,71.5,120,65.2,6.3
New Jersey,201805,65.2,121,59.8,5.4,54.5,122,48.3,6.2,75.9,117,71.3,4.6
New Mexico,201805,65.6,122,60.2,5.4,48,122,44.1,3.9,83.3,122,76.3,7
New York,201805,60,119,54.5,5.5,47.8,119,42.8,5,72.3,121,66.1,6.2
North Carolina,201805,71.7,122,66.4,5.3,61.5,124,54.3,7.2,81.9,113,78.6,3.3
North Dakota,201805,60.2,120,53.7,6.5,45.9,121,40.6,5.3,74.4,117,66.8,7.6
Ohio,201805,67.9,124,60,7.9,56,123,48,8,79.8,123,72.1,7.7
Oklahoma,201805,75.1,124,68,7.1,62.6,124,56.4,6.2,87.5,124,79.7,7.8
Oregon,201805,55.4,120,50.5,4.9,42.8,124,38,4.8,68.1,114,63,5.1
Pennsylvania,201805,63.9,122,57.6,6.3,51.9,123,45.4,6.5,75.9,119,69.9,6
Rhode Island,201805,61.5,123,56.1,5.4,51,123,45.5,5.5,72.1,121,66.6,5.5
South Carolina,201805,73.8,118,70.3,3.5,63.3,122,57.9,5.4,84.3,95,82.7,1.6
South Dakota,201805,62,120,56,6,49,121,43,6,75,113,69.1,5.9
Tennessee,201805,72.3,123,66.1,6.2,60.9,124,53.9,7,83.6,121,78.3,5.3
Texas,201805,78,123,72.5,5.5,65.2,123,60.2,5,90.9,122,84.7,6.2
Utah,201805,58.3,111,54.7,3.6,44.4,118,41.1,3.3,72.1,101,68.2,3.9
Vermont,201805,56.4,115,52.2,4.2,42.5,99,39.9,2.6,70.2,119,64.5,5.7
Virginia,201805,69.8,124,63.2,6.6,58.6,124,51,7.6,80.8,122,75.4,5.4
Washington,201805,57.6,123,51.8,5.8,45.9,124,40.1,5.8,69.2,119,63.6,5.6
West Virginia,201805,67.9,124,60.5,7.4,55.6,124,47.6,8,80.1,121,73.4,6.7
Wisconsin,201805,62,123,54.6,7.4,49,121,42.3,6.7,74.9,122,67,7.9
Wyoming,201805,52.9,118,48.4,4.5,39.6,121,35.6,4,66.1,112,61.3,4.8
Alabama,201804,59.4,10,62.8,-3.4,46.3,9,50.1,-3.8,72.5,13,75.6,-3.1
Arizona,201804,62.9,123,56.7,6.2,46.9,122,41.8,5.1,78.9,123,71.7,7.2
Arkansas,201804,55.2,3,60.5,-5.3,43,1,48.9,-5.9,67.4,7,72.1,-4.7
California,201804,57.2,105,54,3.2,44.4,113,41.6,2.8,70,102,66.5,3.5
Colorado,201804,44,88,42.5,1.5,29.4,72,28.9,0.5,58.6,93,56.1,2.5
Connecticut,201804,43,13,46,-3,32.7,19,34.9,-2.2,53.3,11,57.1,-3.8
Delaware,201804,51.4,46,52,-0.6,40.5,43,41,-0.5,62.3,51,63.1,-0.8
Florida,201804,70.2,84,69.3,0.9,58.4,81,57.4,1,82,86,81.2,0.8
Georgia,201804,60.5,14,63,-2.5,47.3,14,50.2,-2.9,73.7,23,75.8,-2.1
Idaho,201804,42.4,86,41,1.4,30.9,99,29.2,1.7,53.8,77,52.7,1.1
Illinois,201804,44.8,2,51.5,-6.7,33.4,2,40.3,-6.9,56.2,4,62.7,-6.5
Indiana,201804,45.2,3,50.6,-5.4,33.9,3,39.3,-5.4,56.4,8,61.9,-5.5
Iowa,201804,39.3,1,48.1,-8.8,28,1,36.4,-8.4,50.6,1,59.8,-9.2
Kansas,201804,47.6,3,53.5,-5.9,33,1,40.4,-7.4,62.1,13,66.6,-4.5
Kentucky,201804,50.7,8,55.2,-4.5,38.6,4,42.9,-4.3,62.8,7,67.4,-4.6
Louisiana,201804,62.6,5,66.3,-3.7,50.7,3,55.4,-4.7,74.5,11,77.2,-2.7
Maine,201804,36.6,30,38.3,-1.7,26.7,31,28.2,-1.5,46.5,32,48.4,-1.9
Maryland,201804,50.6,29,52.1,-1.5,39.8,33,40.9,-1.1,61.4,28,63.4,-2
Massachusetts,201804,42.2,18,44.7,-2.5,32.3,26,34,-1.7,52,18,55.4,-3.4
Michigan,201804,35.3,3,41.9,-6.6,25.1,3,30.9,-5.8,45.4,4,52.8,-7.4
Minnesota,201804,32.8,3,41.3,-8.5,21.8,1,30,-8.2,43.7,5,52.7,-9
Mississippi,201804,58.9,2,63.6,-4.7,45.9,1,51.5,-5.6,71.8,7,75.6,-3.8
Missouri,201804,48.2,2,54.5,-6.3,36.1,1,42.9,-6.8,60.2,4,66.2,-6
Montana,201804,38,28,40.7,-2.7,25.9,19,28.7,-2.8,50.1,33,52.7,-2.6
Nebraska,201804,41.2,2,47.7,-6.5,28.1,2,34.5,-6.4,54.2,6,60.9,-6.7
Nevada,201804,50,106,46.6,3.4,36.2,112,33.1,3.1,63.9,100,60.1,3.8
New Hampshire,201804,38,15,40.7,-2.7,28.1,38,29.5,-1.4,48,14,51.9,-3.9
New Jersey,201804,47.9,32,49.3,-1.4,37,30,38.3,-1.3,58.8,35,60.4,-1.6
New Mexico,201804,55.2,114,51.4,3.8,37.8,102,35.6,2.2,72.5,115,67.2,5.3
New York,201804,37.7,5,42.8,-5.1,28.3,6,32.2,-3.9,47.2,4,53.4,-6.2
North Carolina,201804,56,23,57.8,-1.8,43.2,13,45.4,-2.2,68.8,31,70.3,-1.5
North Dakota,201804,33.2,5,41.2,-8,21.6,2,29.3,-7.7,44.9,7,53.1,-8.2
Ohio,201804,45,9,49.2,-4.2,34.3,11,37.8,-3.5,55.8,9,60.6,-4.8
Oklahoma,201804,54.1,2,59.4,-5.3,39.8,1,47,-7.2,68.5,16,71.8,-3.3
Oregon,201804,45,82,43.9,1.1,33.8,95,32.5,1.3,56.2,71,55.3,0.9
Pennsylvania,201804,43.3,9,46.8,-3.5,32.7,12,35.4,-2.7,53.8,11,58.3,-4.5
Rhode Island,201804,44.3,32,45.7,-1.4,34.8,40,35.8,-1,53.9,36,55.6,-1.7
South Carolina,201804,59.9,15,61.9,-2,46.9,14,49.2,-2.3,72.9,28,74.6,-1.7
South Dakota,201804,36.6,2,44.7,-8.1,24.8,1,31.9,-7.1,48.4,5,57.5,-9.1
Tennessee,201804,52.8,4,57.6,-4.8,40.7,4,45.2,-4.5,65,6,70,-5
Texas,201804,63,20,64.8,-1.8,48.2,7,51.8,-3.6,77.8,61,77.8,0
Utah,201804,49.1,107,45.5,3.6,35,101,32.7,2.3,63.1,110,58.3,4.8
Vermont,201804,36.1,10,39.9,-3.8,27,25,29,-2,45.1,6,50.7,-5.6
Virginia,201804,52.1,26,54,-1.9,40,20,41.7,-1.7,64.3,28,66.2,-1.9
Washington,201804,45.2,67,45.1,0.1,35.7,96,34.2,1.5,54.8,49,55.9,-1.1
West Virginia,201804,47.7,13,50.9,-3.2,35.7,11,38.4,-2.7,59.7,18,63.4,-3.7
Wisconsin,201804,33.5,1,42.6,-9.1,22.2,1,31.3,-9.1,44.8,2,53.9,-9.1
Wyoming,201804,39.8,74,38.8,1,26.1,49,26.5,-0.4,53.4,86,51.1,2.3
Alabama,201803,55.4,67,55.1,0.3,43.4,68,42.9,0.5,67.3,60,67.2,0.1
Arizona,201803,52.4,99,49.5,2.9,38.3,100,35.8,2.5,66.4,92,63.1,3.3
Arkansas,201803,53.8,89,51.3,2.5,42.2,89,39.9,2.3,65.5,91,62.6,2.9
California,201803,49,66,48.8,0.2,38.2,71,37.6,0.6,59.7,54,60,-0.3
Colorado,201803,37.8,102,33.7,4.1,23.2,91,20.5,2.7,52.4,108,46.8,5.6
Connecticut,201803,36.1,74,35.4,0.7,28,97,25.7,2.3,44.1,53,45.2,-1.1
Delaware,201803,40.8,42,42.7,-1.9,32,52,32.7,-0.7,49.5,30,52.8,-3.3
Florida,201803,63,41,64,-1,50.3,26,52.5,-2.2,75.7,58,75.5,0.2
Georgia,201803,54.4,49,55.4,-1,41.9,40,43.2,-1.3,66.9,54,67.5,-0.6
Idaho,201803,33.7,70,32.6,1.1,23.7,75,22.4,1.3,43.7,71,42.8,0.9
Illinois,201803,39.3,56,39.8,-0.5,30.1,66,30,0.1,48.5,53,49.7,-1.2
Indiana,201803,38.2,48,39.5,-1.3,29,56,29.5,-0.5,47.5,43,49.6,-2.1
Iowa,201803,35.2,66,34.6,0.6,26.8,85,24.5,2.3,43.7,57,44.8,-1.1
Kansas,201803,45.9,89,42.4,3.5,31.6,80,29.6,2,60.2,94,55.1,5.1
Kentucky,201803,44.1,48,45.4,-1.3,34.5,69,34.2,0.3,53.8,34,56.5,-2.7
Louisiana,201803,62.1,98,59,3.1,51.1,95,48,3.1,73.1,96,70,3.1
Maine,201803,28.9,97,25.9,3,20.8,105,15.7,5.1,37,78,36.2,0.8
Maryland,201803,39.3,27,42.5,-3.2,30.3,32,32.2,-1.9,48.3,19,52.7,-4.4
Massachusetts,201803,34.8,73,34.2,0.6,26.8,93,24.6,2.2,42.6,50,43.8,-1.2
Michigan,201803,29.6,74,29,0.6,20.4,77,19.3,1.1,38.8,69,38.7,0.1
Minnesota,201803,27.5,83,25.3,2.2,18.1,85,15.1,3,36.9,77,35.6,1.3
Mississippi,201803,57,79,55.6,1.4,45.3,78,43.8,1.5,68.7,79,67.4,1.3
Missouri,201803,44.1,60,43.6,0.5,34,82,32.3,1.7,54.1,53,54.8,-0.7
Montana,201803,28.3,43,29.4,-1.1,18,46,18.6,-0.6,38.6,44,40.2,-1.6
Nebraska,201803,38.4,81,35.8,2.6,26.3,93,23.5,2.8,50.6,79,48.1,2.5
Nevada,201803,39.6,56,39.5,0.1,27.9,66,27.5,0.4,51.4,57,51.5,-0.1
New Hampshire,201803,30.4,85,28.8,1.6,21.6,95,18.4,3.2,39.2,67,39.3,-0.1
New Jersey,201803,38.3,50,39.3,-1,30,69,29.4,0.6,46.6,41,49.1,-2.5
New Mexico,201803,47.3,105,43.5,3.8,31.3,107,28.4,2.9,63.3,107,58.5,4.8
New York,201803,29.9,56,30.6,-0.7,21.9,75,21,0.9,37.8,45,40.2,-2.4
North Carolina,201803,46.2,20,49.3,-3.1,35.8,37,37.5,-1.7,56.7,17,61.1,-4.4
North Dakota,201803,24.7,61,24.8,-0.1,16,76,14.7,1.3,33.3,52,34.9,-1.6
Ohio,201803,36.4,44,38.5,-2.1,27.7,47,28.6,-0.9,45,36,48.4,-3.4
Oklahoma,201803,53,98,49.3,3.7,39.4,92,36.9,2.5,66.5,102,61.8,4.7
Oregon,201803,38.4,64,38.3,0.1,28.4,54,28.7,-0.3,48.4,72,47.9,0.5
Pennsylvania,201803,33.1,32,35.8,-2.7,24.4,39,25.9,-1.5,41.7,29,45.8,-4.1
Rhode Island,201803,37.3,80,36.1,1.2,30,104,27.2,2.8,44.6,58,45,-0.4
South Carolina,201803,51.9,37,53.9,-2,40.3,42,41.8,-1.5,63.5,31,65.9,-2.4
South Dakota,201803,30.4,58,30.8,-0.4,21.4,78,19.6,1.8,39.5,40,42,-2.5
Tennessee,201803,48.2,57,48.4,-0.2,38.1,77,36.9,1.2,58.2,40,59.9,-1.7
Texas,201803,61.7,112,56.3,5.4,48.5,110,43.3,5.2,75,112,69.4,5.6
Utah,201803,39.2,83,37.3,1.9,27.4,82,25.9,1.5,51.1,81,48.7,2.4
Vermont,201803,28,75,27.2,0.8,19.7,93,16.8,2.9,36.4,53,37.6,-1.2
Virginia,201803,41.2,22,44.7,-3.5,31.5,37,33.3,-1.8,51,13,56.2,-5.2
Washington,201803,38.7,68,38.6,0.1,29.6,56,29.5,0.1,47.8,71,47.6,0.2
West Virginia,201803,38,33,41.1,-3.1,28.9,48,30,-1.1,47.1,24,52.2,-5.1
Wisconsin,201803,29.7,78,28.3,1.4,19.1,69,18.3,0.8,40.3,85,38.3,2
Wyoming,201803,32.4,93,29.1,3.3,20.4,86,17.6,2.8,44.4,95,40.6,3.8
Alabama,201802,58.1,125,48,10.1,48,125,36.4,11.6,68.1,123,59.6,8.5
Arizona,201802,46.8,89,44.7,2.1,33.2,83,31.8,1.4,60.5,90,57.6,2.9
Arkansas,201802,45.9,90,43.1,2.8,36,97,32.4,3.6,55.8,82,53.9,1.9
California,201802,46.6,80,45.3,1.3,34.2,46,35.1,-0.9,59,107,55.6,3.4
Colorado,201802,28.6,73,27.4,1.2,15.7,76,14.3,1.4,41.5,74,40.6,0.9
Connecticut,201802,35.4,125,26.3,9.1,26.3,124,16.9,9.4,44.6,124,35.7,8.9
Delaware,201802,43.3,124,34.4,8.9,33.7,125,25.1,8.6,52.9,122,43.6,9.3
Florida,201802,69.2,125,59.4,9.8,59.3,125,47.9,11.4,79.2,125,70.9,8.3
Georgia,201802,59.1,125,48.6,10.5,48.8,125,36.8,12,69.4,124,60.4,9
Idaho,201802,26.2,51,26.4,-0.2,17.4,56,17.3,0.1,35.1,49,35.6,-0.5
Illinois,201802,31.8,88,29.2,2.6,22.1,79,20.3,1.8,41.6,91,38.1,3.5
Indiana,201802,35,106,29.4,5.6,25.6,103,20.3,5.3,44.5,108,38.5,6
Iowa,201802,20.5,51,22.7,-2.2,11.1,52,13,-1.9,29.8,47,32.5,-2.7
Kansas,201802,31.8,49,33.6,-1.8,19,38,21.2,-2.2,44.7,56,46,-1.3
Kentucky,201802,44.5,121,36.5,8,34.6,122,26.2,8.4,54.5,117,46.8,7.7
Louisiana,201802,60.5,122,52.4,8.1,51.8,125,41.8,10,69.3,117,63,6.3
Maine,201802,22.6,119,14.9,7.7,12,119,3.8,8.2,33.2,121,26.1,7.1
Maryland,201802,41.6,122,33.8,7.8,32.2,123,24.4,7.8,51,119,43.2,7.8
Massachusetts,201802,34.1,125,25,9.1,24.7,124,15.4,9.3,43.5,125,34.7,8.8
Michigan,201802,23,96,19.1,3.9,14.2,94,10,4.2,31.8,98,28.3,3.5
Minnesota,201802,8.6,39,12.1,-3.5,-3,37,1.2,-4.2,20.2,40,22.9,-2.7
Mississippi,201802,56.8,122,48.3,8.5,46.6,124,37.1,9.5,66.8,119,59.6,7.2
Missouri,201802,35.6,84,33.8,1.8,24.9,82,23.2,1.7,46.3,84,44.3,2
Montana,201802,11.4,7,21.3,-9.9,0.2,8,10.9,-10.7,22.7,7,31.8,-9.1
Nebraska,201802,21.6,23,26.7,-5.1,10.2,28,14.8,-4.6,33.1,27,38.6,-5.5
Nevada,201802,33.7,48,34.1,-0.4,21.1,29,23,-1.9,46.3,70,45.3,1
New Hampshire,201802,27,122,18.5,8.5,16.8,120,7.3,9.5,37.3,122,29.6,7.7
New Jersey,201802,39.6,124,30.6,9,30.5,124,21.4,9.1,48.6,121,39.8,8.8
New Mexico,201802,41.4,109,37.8,3.6,26.2,103,23.5,2.7,56.6,106,52,4.6
New York,201802,29.3,120,20.7,8.6,19.9,121,11.1,8.8,38.8,122,30.4,8.4
North Carolina,201802,51.9,125,41.9,10,41.4,125,30.8,10.6,62.4,123,53.1,9.3
North Dakota,201802,5.4,19,11.9,-6.5,-5.5,19,1.8,-7.3,16.3,27,22,-5.7
Ohio,201802,36.6,120,29,7.6,27.5,121,20,7.5,45.6,119,38,7.6
Oklahoma,201802,41,60,41.2,-0.2,28.5,58,29,-0.5,53.4,64,53.5,-0.1
Oregon,201802,33.2,48,34.1,-0.9,24.1,31,26,-1.9,42.2,57,42.2,0
Pennsylvania,201802,34.3,123,26.5,7.8,25,122,17.3,7.7,43.6,121,35.8,7.8
Rhode Island,201802,37.7,125,27.8,9.9,29,125,19,10,46.3,125,36.6,9.7
South Carolina,201802,57.3,125,46.8,10.5,47,125,35.1,11.9,67.6,124,58.5,9.1
South Dakota,201802,11.6,15,19.9,-8.3,0,16,8.8,-8.8,23.1,18,30.9,-7.8
Tennessee,201802,48.5,123,40.1,8.4,38.9,124,29.5,9.4,58.1,118,50.7,7.4
Texas,201802,52.4,100,49.4,3,40,102,36.7,3.3,64.7,87,62.2,2.5
Utah,201802,32.2,78,30.3,1.9,20.5,66,19.5,1,44,89,41.2,2.8
Vermont,201802,25.5,120,16.5,9,15.2,119,5.4,9.8,35.9,122,27.6,8.3
Virginia,201802,45.2,124,36.7,8.5,35.2,125,26.1,9.1,55.2,121,47.2,8
Washington,201802,32.4,46,33.1,-0.7,25,43,25.8,-0.8,39.8,49,40.3,-0.5
West Virginia,201802,41.6,124,32.7,8.9,31.6,125,22.4,9.2,51.7,122,42.9,8.8
Wisconsin,201802,16.1,63,16.4,-0.3,5.5,60,6.1,-0.6,26.6,64,26.7,-0.1
Wyoming,201802,19.4,31,22.3,-2.9,7.8,29,11,-3.2,30.9,37,33.5,-2.6
Alabama,201801,40.4,20,45.1,-4.7,29.1,19,34.2,-5.1,51.8,21,56,-4.2
Arizona,201801,47.6,124,40.7,6.9,33.4,118,28.3,5.1,61.9,123,53,8.9
Arkansas,201801,35.7,20,39.3,-3.6,25.2,20,29.1,-3.9,46.1,22,49.4,-3.3
California,201801,48.8,123,42.3,6.5,39.1,124,32.7,6.4,58.6,122,51.9,6.7
Colorado,201801,29.8,118,23.7,6.1,15.7,104,11,4.7,43.8,121,36.4,7.4
Connecticut,201801,25.3,61,25.4,-0.1,16.1,59,16.3,-0.2,34.5,61,34.4,0.1
Delaware,201801,32.8,54,33.3,-0.5,23.2,41,24.6,-1.4,42.4,64,42,0.4
Florida,201801,55,28,57.8,-2.8,44.2,30,46.6,-2.4,65.9,26,68.9,-3
Georgia,201801,42.3,22,46.1,-3.8,30.6,17,35.1,-4.5,54,30,57.1,-3.1
Idaho,201801,30.5,122,22,8.5,22.9,122,13.8,9.1,38.1,123,30.2,7.9
Illinois,201801,24.1,44,25.3,-1.2,14.7,38,16.8,-2.1,33.6,51,33.8,-0.2
Indiana,201801,24.5,42,26.5,-2,15.6,40,18,-2.4,33.3,43,35.1,-1.8
Iowa,201801,17.9,58,17.7,0.2,8.7,59,8.4,0.3,27.1,59,27.1,0
Kansas,201801,29.9,66,28.6,1.3,16.3,44,17.2,-0.9,43.4,84,40.1,3.3
Kentucky,201801,30,24,33.6,-3.6,19.9,23,24.2,-4.3,40.1,32,43,-2.9
Louisiana,201801,44.3,15,49.3,-5,33.5,13,39.1,-5.6,55,15,59.6,-4.6
Maine,201801,14.9,78,13.2,1.7,5.8,91,2.8,3,23.9,64,23.6,0.3
Maryland,201801,31,44,32.4,-1.4,21.2,31,23.8,-2.6,40.8,57,41.1,-0.3
Massachusetts,201801,24.5,65,24.1,0.4,15.4,66,15,0.4,33.5,61,33.3,0.2
Michigan,201801,20,78,18.1,1.9,12.2,76,10.2,2,27.8,80,26,1.8
Minnesota,201801,10.3,85,6.5,3.8,0.9,85,-3.6,4.5,19.8,86,16.5,3.3
Mississippi,201801,39.9,15,45.1,-5.2,28.9,16,34.4,-5.5,50.9,16,55.8,-4.9
Missouri,201801,28,40,29.4,-1.4,17.6,30,19.6,-2,38.5,48,39.2,-0.7
Montana,201801,21.8,86,16.7,5.1,12.1,86,7,5.1,31.4,87,26.4,5
Nebraska,201801,23,64,22.1,0.9,11.9,61,10.6,1.3,34.2,59,33.6,0.6
Nevada,201801,38.5,123,29.9,8.6,27.3,123,19,8.3,49.7,123,40.9,8.8
New Hampshire,201801,18.4,72,17.1,1.3,9,85,6.7,2.3,27.8,61,27.6,0.2
